id,type,reactions,comments,shares,likes,loves,wows,hahas,sads,angrys
3655,video,69,290,34,60,9,0,0,0,0
3656,photo,13,0,0,13,0,0,0,0,0
3657,video,51,126,7,45,6,0,0,0,0
3658,photo,19,3,1,19,0,0,0,0,0
3659,photo,13,4,0,12,1,0,0,0,0
3660,video,19,35,1,19,0,0,0,0,0
3661,photo,11,1,0,11,0,0,0,0,0
3662,video,28,68,7,23,5,0,0,0,0
3663,photo,10,2,0,10,0,0,0,0,0
3664,photo,10,0,0,10,0,0,0,0,0
3665,photo,2,0,0,2,0,0,0,0,0
3666,photo,1,0,0,1,0,0,0,0,0
3667,photo,17,0,0,17,0,0,0,0,0
3668,video,33,130,5,25,6,1,1,0,0
3669,photo,20,0,0,20,0,0,0,0,0
3670,video,35,132,2,32,3,0,0,0,0
3671,photo,29,7,0,29,0,0,0,0,0
3672,video,12,2,0,12,0,0,0,0,0
3673,photo,3,1,0,3,0,0,0,0,0
3674,photo,3,0,0,3,0,0,0,0,0
3675,video,61,278,13,53,8,0,0,0,0
3676,photo,12,3,0,12,0,0,0,0,0
3677,photo,0,0,0,0,0,0,0,0,0
3678,photo,2,0,0,2,0,0,0,0,0
3679,photo,1,0,0,1,0,0,0,0,0
3680,photo,3,0,0,3,0,0,0,0,0
3681,photo,2,0,0,2,0,0,0,0,0
3682,photo,1,0,0,1,0,0,0,0,0
3683,photo,0,0,0,0,0,0,0,0,0
3684,photo,2,0,1,2,0,0,0,0,0
3685,photo,0,0,0,0,0,0,0,0,0
3686,photo,2,1,0,2,0,0,0,0,0
3687,video,34,104,5,29,3,1,1,0,0
3688,photo,23,4,0,23,0,0,0,0,0
3689,photo,1,0,0,1,0,0,0,0,0
3690,photo,3,3,0,3,0,0,0,0,0
3691,photo,2,2,0,2,0,0,0,0,0
3692,photo,12,0,0,11,1,0,0,0,0
3693,photo,9,0,0,8,1,0,0,0,0
3694,status,5,0,0,5,0,0,0,0,0
3695,video,54,236,17,43,10,1,0,0,0
3696,photo,31,14,2,31,0,0,0,0,0
3697,video,4,0,0,3,1,0,0,0,0
3698,video,30,182,17,20,10,0,0,0,0
3699,photo,22,4,0,22,0,0,0,0,0
3700,photo,20,2,0,20,0,0,0,0,0
3701,photo,4,0,0,4,0,0,0,0,0
3702,photo,48,3,0,44,3,0,0,0,1
3703,photo,3,0,0,3,0,0,0,0,0
3704,photo,21,0,0,20,1,0,0,0,0
3705,video,39,237,16,34,5,0,0,0,0
3706,photo,26,8,0,26,0,0,0,0,0
3707,photo,12,2,0,12,0,0,0,0,0
3708,photo,0,0,0,0,0,0,0,0,0
3709,video,30,197,4,24,6,0,0,0,0
3710,status,3,0,0,3,0,0,0,0,0
3711,photo,44,11,0,44,0,0,0,0,0
3712,photo,64,32,1,64,0,0,0,0,0
3713,photo,3,0,0,3,0,0,0,0,0
3714,photo,3,0,0,3,0,0,0,0,0
3715,photo,17,0,0,17,0,0,0,0,0
3716,video,72,252,30,61,11,0,0,0,0
3717,photo,21,4,0,20,1,0,0,0,0
3718,photo,8,0,0,6,1,1,0,0,0
3719,photo,336,4,18,333,2,1,0,0,0
3720,photo,6,0,0,6,0,0,0,0,0
3721,photo,2,0,0,2,0,0,0,0,0
3722,photo,2,0,0,2,0,0,0,0,0
3723,photo,4,0,0,4,0,0,0,0,0
3724,photo,12,0,0,12,0,0,0,0,0
3725,video,7,3,1,7,0,0,0,0,0
3726,photo,2,0,0,2,0,0,0,0,0
3727,photo,4,0,0,4,0,0,0,0,0
3728,photo,0,0,0,0,0,0,0,0,0
3729,photo,5,0,0,5,0,0,0,0,0
3730,photo,0,0,0,0,0,0,0,0,0
3731,photo,2,0,0,2,0,0,0,0,0
3732,photo,8,0,0,8,0,0,0,0,0
3733,photo,2,0,0,2,0,0,0,0,0
3734,photo,7,0,0,7,0,0,0,0,0
3735,photo,5,0,0,5,0,0,0,0,0
3736,photo,5,0,1,5,0,0,0,0,0
3737,photo,0,0,0,0,0,0,0,0,0
3738,photo,1,0,0,1,0,0,0,0,0
3739,photo,0,0,0,0,0,0,0,0,0
3740,photo,0,0,0,0,0,0,0,0,0
3741,photo,4,0,0,4,0,0,0,0,0
3742,photo,1,0,0,1,0,0,0,0,0
3743,photo,2,0,0,2,0,0,0,0,0
3744,photo,5,0,0,5,0,0,0,0,0
3745,photo,3,0,0,3,0,0,0,0,0
3746,photo,1,0,0,1,0,0,0,0,0
3747,photo,2,0,0,2,0,0,0,0,0
3748,photo,626,3,88,601,3,0,22,0,0
3749,status,4,0,0,4,0,0,0,0,0
3750,photo,12,0,3,12,0,0,0,0,0
3751,photo,8,0,0,8,0,0,0,0,0
3752,photo,0,0,0,0,0,0,0,0,0
3753,photo,2,0,0,2,0,0,0,0,0
3754,photo,1,0,0,1,0,0,0,0,0
3755,photo,7,0,0,7,0,0,0,0,0
3756,photo,1,0,0,1,0,0,0,0,0
3757,photo,1,0,0,1,0,0,0,0,0
3758,photo,15,0,0,15,0,0,0,0,0
3759,photo,10,0,0,10,0,0,0,0,0
3760,photo,3,0,0,3,0,0,0,0,0
3761,photo,6,0,1,5,1,0,0,0,0
3762,photo,4,0,0,4,0,0,0,0,0
3763,photo,0,0,0,0,0,0,0,0,0
3764,photo,0,0,0,0,0,0,0,0,0
3765,photo,3,0,0,3,0,0,0,0,0
3766,photo,3,0,0,3,0,0,0,0,0
3767,photo,3,0,0,3,0,0,0,0,0
3768,photo,1,0,0,1,0,0,0,0,0
3769,photo,3,0,0,3,0,0,0,0,0
3770,photo,4,1,0,4,0,0,0,0,0
3771,photo,1,0,0,1,0,0,0,0,0
3772,video,23,3,0,23,0,0,0,0,0
3773,photo,3,0,0,3,0,0,0,0,0
3774,photo,2,0,0,2,0,0,0,0,0
3775,photo,4,0,0,4,0,0,0,0,0
3776,photo,1,0,0,1,0,0,0,0,0
3777,photo,0,0,0,0,0,0,0,0,0
3778,photo,1,0,0,1,0,0,0,0,0
3779,photo,3,0,0,3,0,0,0,0,0
3780,photo,1,0,0,1,0,0,0,0,0
3781,photo,1,0,0,1,0,0,0,0,0
3782,photo,13,0,0,13,0,0,0,0,0
3783,photo,0,0,0,0,0,0,0,0,0
3784,video,11,0,0,11,0,0,0,0,0
3785,photo,4,0,0,4,0,0,0,0,0
3786,photo,3,0,0,3,0,0,0,0,0
3787,photo,1,0,0,1,0,0,0,0,0
3788,photo,1,0,0,1,0,0,0,0,0
3789,photo,2,0,0,2,0,0,0,0,0
3790,photo,5,0,0,5,0,0,0,0,0
3791,photo,10,0,0,10,0,0,0,0,0
3792,photo,1,0,0,1,0,0,0,0,0
3793,photo,1,0,0,1,0,0,0,0,0
3794,photo,6,0,0,6,0,0,0,0,0
3795,photo,0,0,0,0,0,0,0,0,0
3796,photo,0,0,0,0,0,0,0,0,0
3797,photo,2,0,0,2,0,0,0,0,0
3798,photo,10,0,0,10,0,0,0,0,0
3799,photo,1,0,0,1,0,0,0,0,0
3800,photo,2,0,0,2,0,0,0,0,0
3801,photo,2,0,0,2,0,0,0,0,0
3802,photo,6,1,0,6,0,0,0,0,0
3803,photo,1,0,0,1,0,0,0,0,0
3804,photo,1,0,0,1,0,0,0,0,0
3805,photo,1,0,0,1,0,0,0,0,0
3806,photo,6,1,0,6,0,0,0,0,0
3807,photo,2,0,0,2,0,0,0,0,0
3808,photo,1,0,0,1,0,0,0,0,0
3809,photo,2,0,0,2,0,0,0,0,0
3810,photo,4,0,0,4,0,0,0,0,0
3811,photo,2,0,0,2,0,0,0,0,0
3812,photo,1,0,0,1,0,0,0,0,0
3813,photo,1,0,0,1,0,0,0,0,0
3814,photo,1,0,0,1,0,0,0,0,0
3815,photo,2,0,0,2,0,0,0,0,0
3816,video,0,0,0,0,0,0,0,0,0
3817,video,134,5,1,133,1,0,0,0,0
3818,photo,1,1,0,0,0,1,0,0,0
3819,photo,2,0,0,2,0,0,0,0,0
3820,photo,4,0,0,4,0,0,0,0,0
3821,photo,1,0,0,1,0,0,0,0,0
3822,photo,2,0,0,2,0,0,0,0,0
3823,photo,2,0,0,2,0,0,0,0,0
3824,photo,0,0,0,0,0,0,0,0,0
3825,photo,2,0,0,2,0,0,0,0,0
3826,photo,3,0,0,3,0,0,0,0,0
3827,photo,1,0,0,1,0,0,0,0,0
3828,photo,3,0,0,3,0,0,0,0,0
3829,photo,2,0,0,2,0,0,0,0,0
3830,photo,1,0,0,1,0,0,0,0,0
3831,photo,3,0,0,3,0,0,0,0,0
3832,photo,3,0,0,3,0,0,0,0,0
3833,photo,3,3,1,3,0,0,0,0,0
3834,photo,2,0,0,2,0,0,0,0,0
3835,photo,1,0,1,1,0,0,0,0,0
3836,photo,0,0,0,0,0,0,0,0,0
3837,photo,2,0,0,2,0,0,0,0,0
3838,photo,2,0,0,2,0,0,0,0,0
3839,photo,0,0,0,0,0,0,0,0,0
3840,photo,1,0,0,1,0,0,0,0,0
3841,photo,2,0,0,2,0,0,0,0,0
3842,photo,2,0,0,2,0,0,0,0,0
3843,photo,3,0,0,3,0,0,0,0,0
3844,photo,1,0,0,1,0,0,0,0,0
3845,photo,4,0,0,2,2,0,0,0,0
3846,photo,5,0,0,5,0,0,0,0,0
3847,photo,4,0,3,4,0,0,0,0,0
3848,photo,529,226,5,515,5,9,0,0,0
3849,video,984,5166,690,768,200,4,11,0,1
3850,photo,373,54,1,362,7,4,0,0,0
3851,video,256,535,52,220,34,0,2,0,0
3852,video,1238,7895,1101,981,233,8,14,1,1
3853,photo,315,34,1,309,3,3,0,0,0
3854,video,252,733,77,220,25,2,5,0,0
3855,video,1140,6523,879,901,214,7,10,3,5
3856,photo,624,11,104,616,6,0,2,0,0
3857,video,174,324,31,151,21,0,2,0,0
3858,video,245,477,61,210,31,2,2,0,0
3859,video,1156,7208,997,845,282,10,14,2,3
3860,photo,1818,33,5,1775,29,6,8,0,0
3861,photo,876,133,4,865,5,6,0,0,0
3862,photo,185,31,1,182,2,1,0,0,0
3863,video,763,4083,784,597,159,3,4,0,0
3864,video,288,1715,89,234,45,0,8,0,1
3865,video,910,5963,874,695,198,5,10,1,1
3866,photo,352,29,3,323,2,3,23,1,0
3867,photo,565,25,2,549,7,7,2,0,0
3868,video,856,5204,793,647,187,6,11,3,2
3869,video,509,17,131,386,3,18,102,0,0
3870,status,257,28,0,248,5,1,0,3,0
3871,video,1059,6535,915,827,215,3,8,3,3
3872,video,835,3919,684,606,217,2,4,1,5
3873,video,820,4829,739,523,276,6,13,2,0
3874,video,291,895,167,243,46,0,2,0,0
3875,video,1004,7061,1003,746,237,3,16,0,2
3876,photo,359,47,3,350,4,4,1,0,0
3877,video,846,3692,1636,680,141,3,16,4,2
3878,photo,426,40,5,420,6,0,0,0,0
3879,photo,2402,97,3,2344,41,17,0,0,0
3880,photo,258,37,3,250,5,3,0,0,0
3881,video,329,1909,137,240,85,1,2,0,1
3882,video,808,5516,760,597,198,6,5,1,1
3883,video,892,6622,1026,612,260,9,9,1,1
3884,photo,195,22,2,191,3,0,1,0,0
3885,video,914,7013,1011,584,251,57,17,3,2
3886,video,1048,3740,974,866,165,5,8,1,3
3887,photo,563,28,5,554,4,4,1,0,0
3888,video,703,4007,844,548,139,4,7,3,2
3889,photo,707,63,3,694,7,6,0,0,0
3890,photo,213,5,2,209,3,1,0,0,0
3891,video,250,1061,54,213,36,0,0,1,0
3892,video,829,6940,1055,648,166,5,4,2,4
3893,video,1078,9452,1379,820,234,8,10,3,3
3894,photo,287,65,3,280,1,6,0,0,0
3895,video,305,1724,223,248,49,3,2,2,1
3896,video,543,2041,476,445,87,3,8,0,0
3897,video,300,297,60,267,29,3,1,0,0
3898,video,840,7145,1136,624,196,6,8,2,4
3899,video,840,4018,1412,683,144,6,6,0,1
3900,photo,273,69,5,260,6,7,0,0,0
3901,photo,576,158,8,562,10,4,0,0,0
3902,photo,293,0,1,286,7,0,0,0,0
3903,photo,581,20,0,545,6,28,1,1,0
3904,photo,751,35,2,733,7,11,0,0,0
3905,status,473,83,4,450,20,0,3,0,0
3906,photo,1386,51,6,1367,9,10,0,0,0
3907,photo,434,58,17,420,7,6,1,0,0
3908,photo,391,8,48,278,0,13,97,1,2
3909,photo,280,29,4,277,3,0,0,0,0
3910,photo,345,70,2,335,4,5,1,0,0
3911,photo,296,31,5,291,1,4,0,0,0
3912,photo,186,19,1,174,5,7,0,0,0
3913,photo,358,12,2,348,4,5,1,0,0
3914,photo,414,5,61,356,0,1,57,0,0
3915,photo,429,88,0,415,3,10,1,0,0
3916,photo,136,18,1,134,2,0,0,0,0
3917,photo,125,4,2,123,1,0,1,0,0
3918,photo,251,18,2,246,3,2,0,0,0
3919,photo,158,9,1,157,1,0,0,0,0
3920,photo,177,16,1,171,3,3,0,0,0
3921,photo,287,38,2,260,0,12,2,1,12
3922,photo,153,7,42,148,0,2,3,0,0
3923,photo,214,18,1,211,1,2,0,0,0
3924,photo,806,51,0,770,23,12,1,0,0
3925,photo,312,37,6,303,5,4,0,0,0
3926,photo,244,30,5,237,3,4,0,0,0
3927,photo,637,64,8,627,8,2,0,0,0
3928,photo,195,15,0,188,4,3,0,0,0
3929,photo,287,43,3,281,4,2,0,0,0
3930,photo,357,59,3,341,6,10,0,0,0
3931,photo,182,27,1,176,4,2,0,0,0
3932,photo,307,51,4,301,5,1,0,0,0
3933,photo,403,89,4,391,8,4,0,0,0
3934,photo,211,24,1,209,2,0,0,0,0
3935,photo,300,46,1,285,0,8,7,0,0
3936,photo,287,29,3,278,4,5,0,0,0
3937,photo,223,19,1,211,7,1,0,4,0
3938,photo,181,15,0,179,2,0,0,0,0
3939,photo,56,3,0,54,1,1,0,0,0
3940,photo,378,48,3,367,4,6,0,1,0
3941,photo,397,87,10,383,5,9,0,0,0
3942,photo,397,76,4,382,9,6,0,0,0
3943,photo,940,49,1,862,40,38,0,0,0
3944,photo,138,8,0,136,2,0,0,0,0
3945,photo,78,5,1,78,0,0,0,0,0
3946,photo,128,5,4,123,1,4,0,0,0
3947,photo,306,32,4,302,2,2,0,0,0
3948,photo,128,12,1,123,1,4,0,0,0
3949,photo,119,9,0,115,2,1,1,0,0
3950,photo,96,5,2,92,0,3,0,1,0
3951,photo,354,66,2,348,3,3,0,0,0
3952,photo,121,11,1,114,7,0,0,0,0
3953,photo,94,9,1,90,0,3,0,1,0
3954,photo,164,15,5,158,0,6,0,0,0
3955,photo,342,34,1,326,12,4,0,0,0
3956,photo,163,13,0,159,4,0,0,0,0
3957,photo,73,11,0,71,1,1,0,0,0
3958,photo,247,17,1,241,3,1,2,0,0
3959,photo,53,3,0,50,3,0,0,0,0
3960,status,120,17,0,117,3,0,0,0,0
3961,photo,155,31,1,144,4,7,0,0,0
3962,photo,431,27,0,414,10,6,1,0,0
3963,status,110,15,0,108,2,0,0,0,0
3964,photo,187,18,0,183,4,0,0,0,0
3965,photo,105,20,0,104,0,1,0,0,0
3966,photo,99,16,0,97,2,0,0,0,0
3967,status,161,18,0,158,3,0,0,0,0
3968,status,91,6,0,82,0,0,0,8,1
3969,photo,316,65,16,306,4,6,0,0,0
3970,photo,91,5,0,87,2,2,0,0,0
3971,photo,151,9,1,147,1,3,0,0,0
3972,status,70,12,0,66,0,2,1,1,0
3973,video,154,821,75,120,32,0,2,0,0
3974,video,208,981,108,165,37,1,3,2,0
3975,video,2,0,0,2,0,0,0,0,0
3976,video,17,0,1,16,1,0,0,0,0
3977,video,9,0,1,9,0,0,0,0,0
3978,video,123,524,56,100,21,0,1,1,0
3979,video,157,591,61,123,29,1,3,1,0
3980,video,24,0,0,24,0,0,0,0,0
3981,video,27,0,4,27,0,0,0,0,0
3982,video,190,723,85,127,55,1,5,0,2
3983,video,19,0,0,19,0,0,0,0,0
3984,video,22,2,1,22,0,0,0,0,0
3985,video,164,1120,67,120,40,0,2,2,0
3986,video,186,817,68,154,27,2,3,0,0
3987,video,41,0,0,41,0,0,0,0,0
3988,video,249,1734,247,198,47,1,3,0,0
3989,video,83,272,14,73,10,0,0,0,0
3990,video,156,333,97,124,30,1,0,0,1
3991,video,219,994,112,174,40,3,1,0,1
3992,video,7,0,0,7,0,0,0,0,0
3993,video,123,574,49,103,18,0,2,0,0
3994,video,171,408,38,143,27,1,0,0,0
3995,video,180,1002,76,148,28,2,0,1,1
3996,photo,325,10,1,319,4,1,1,0,0
3997,video,164,518,40,138,23,1,2,0,0
3998,video,24,0,1,23,1,0,0,0,0
3999,video,215,1229,84,167,44,0,2,1,1
4000,video,75,450,25,63,12,0,0,0,0
4001,video,134,360,65,107,27,0,0,0,0
4002,video,145,746,61,113,31,0,1,0,0
4003,photo,68,4,0,68,0,0,0,0,0
4004,video,22,4,0,21,1,0,0,0,0
4005,video,160,1020,61,122,38,0,0,0,0
4006,video,91,432,32,77,14,0,0,0,0
4007,video,132,332,56,101,31,0,0,0,0
4008,video,20,2,0,20,0,0,0,0,0
4009,video,150,568,30,110,38,1,1,0,0
4010,photo,43,2,0,43,0,0,0,0,0
4011,video,203,775,62,161,37,2,3,0,0
4012,video,53,134,10,44,9,0,0,0,0
4013,video,26,3,3,25,1,0,0,0,0
4014,video,103,440,69,80,20,1,1,0,1
4015,video,31,4,0,31,0,0,0,0,0
4016,video,133,758,52,108,24,0,1,0,0
4017,video,124,416,41,104,20,0,0,0,0
4018,photo,34,1,0,34,0,0,0,0,0
4019,video,28,1,2,28,0,0,0,0,0
4020,video,13,0,0,13,0,0,0,0,0
4021,video,114,938,59,86,27,1,0,0,0
4022,photo,500,9,15,497,1,2,0,0,0
4023,photo,15,0,0,15,0,0,0,0,0
4024,photo,35,0,15,35,0,0,0,0,0
4025,photo,5,0,15,5,0,0,0,0,0
4026,photo,5,0,15,5,0,0,0,0,0
4027,photo,2,0,15,2,0,0,0,0,0
4028,photo,25,1,1,25,0,0,0,0,0
4029,video,0,0,0,0,0,0,0,0,0
4030,video,1,0,1,1,0,0,0,0,0
4031,video,4,0,0,4,0,0,0,0,0
4032,video,0,0,0,0,0,0,0,0,0
4033,video,2,0,0,2,0,0,0,0,0
4034,video,1,0,3,1,0,0,0,0,0
4035,video,2,0,0,2,0,0,0,0,0
4036,video,0,0,0,0,0,0,0,0,0
4037,video,4,0,3,4,0,0,0,0,0
4038,video,0,0,0,0,0,0,0,0,0
4039,video,0,0,0,0,0,0,0,0,0
4040,video,0,0,0,0,0,0,0,0,0
4041,video,0,0,0,0,0,0,0,0,0
4042,video,1,0,0,1,0,0,0,0,0
4043,video,0,0,0,0,0,0,0,0,0
4044,video,0,0,0,0,0,0,0,0,0
4045,video,1,0,0,1,0,0,0,0,0
4046,video,3,0,0,3,0,0,0,0,0
4047,video,0,0,0,0,0,0,0,0,0
4048,video,0,0,0,0,0,0,0,0,0
4049,video,0,0,0,0,0,0,0,0,0
4050,video,5,0,0,4,1,0,0,0,0
4051,video,2,0,0,2,0,0,0,0,0
4052,video,9,0,0,9,0,0,0,0,0
4053,video,2,0,0,2,0,0,0,0,0
4054,video,2,0,0,2,0,0,0,0,0
4055,video,1,0,0,1,0,0,0,0,0
4056,video,0,0,0,0,0,0,0,0,0
4057,video,2,0,0,2,0,0,0,0,0
4058,video,0,0,0,0,0,0,0,0,0
4059,video,1,0,0,1,0,0,0,0,0
4060,video,1,0,0,1,0,0,0,0,0
4061,video,3,0,0,3,0,0,0,0,0
4062,video,0,0,0,0,0,0,0,0,0
4063,video,1,0,0,1,0,0,0,0,0
4064,video,0,0,0,0,0,0,0,0,0
4065,video,0,0,0,0,0,0,0,0,0
4066,video,0,0,0,0,0,0,0,0,0
4067,video,0,0,0,0,0,0,0,0,0
4068,video,0,0,0,0,0,0,0,0,0
4069,video,0,0,0,0,0,0,0,0,0
4070,video,1,0,0,1,0,0,0,0,0
4071,video,0,0,0,0,0,0,0,0,0
4072,video,1,0,0,1,0,0,0,0,0
4073,video,1,0,0,1,0,0,0,0,0
4074,video,3,0,0,3,0,0,0,0,0
4075,video,0,0,0,0,0,0,0,0,0
4076,video,1,0,0,1,0,0,0,0,0
4077,video,1,0,0,1,0,0,0,0,0
4078,video,0,0,0,0,0,0,0,0,0
4079,video,3,0,0,3,0,0,0,0,0
4080,video,5,0,0,5,0,0,0,0,0
4081,video,2,0,0,2,0,0,0,0,0
4082,video,4,0,1,4,0,0,0,0,0
4083,video,0,0,0,0,0,0,0,0,0
4084,video,0,0,0,0,0,0,0,0,0
4085,video,1,0,1,1,0,0,0,0,0
4086,video,2,0,0,2,0,0,0,0,0
4087,video,2,0,0,2,0,0,0,0,0
4088,video,0,0,0,0,0,0,0,0,0
4089,video,3,0,0,3,0,0,0,0,0
4090,video,2,0,1,2,0,0,0,0,0
4091,video,0,0,0,0,0,0,0,0,0
4092,video,3,0,0,3,0,0,0,0,0
4093,video,3,0,0,3,0,0,0,0,0
4094,video,2,0,0,2,0,0,0,0,0
4095,video,1,0,0,1,0,0,0,0,0
4096,video,2,0,0,2,0,0,0,0,0
4097,video,2,0,0,1,1,0,0,0,0
4098,video,1,0,1,1,0,0,0,0,0
4099,video,2,0,1,2,0,0,0,0,0
4100,video,4,0,0,4,0,0,0,0,0
4101,video,2,0,0,2,0,0,0,0,0
4102,video,5,0,0,5,0,0,0,0,0
4103,video,4,0,0,4,0,0,0,0,0
4104,video,0,0,0,0,0,0,0,0,0
4105,video,1,0,0,1,0,0,0,0,0
4106,video,12,1,4,12,0,0,0,0,0
4107,video,6,0,12,6,0,0,0,0,0
4108,video,12,0,14,12,0,0,0,0,0
4109,video,1,0,0,1,0,0,0,0,0
4110,video,12,0,8,12,0,0,0,0,0
4111,video,11,0,7,11,0,0,0,0,0
4112,video,10,0,0,10,0,0,0,0,0
4113,video,4,0,0,4,0,0,0,0,0
4114,video,0,0,0,0,0,0,0,0,0
4115,video,2,0,0,2,0,0,0,0,0
4116,video,0,0,0,0,0,0,0,0,0
4117,video,0,0,0,0,0,0,0,0,0
4118,video,1,0,0,1,0,0,0,0,0
4119,video,0,0,0,0,0,0,0,0,0
4120,video,1,0,0,1,0,0,0,0,0
4121,video,0,0,0,0,0,0,0,0,0
4122,video,0,0,0,0,0,0,0,0,0
4123,video,0,0,0,0,0,0,0,0,0
4124,video,4,0,0,4,0,0,0,0,0
4125,video,1,0,0,1,0,0,0,0,0
4126,video,0,0,0,0,0,0,0,0,0
4127,video,0,0,0,0,0,0,0,0,0
4128,video,0,0,0,0,0,0,0,0,0
4129,video,0,0,0,0,0,0,0,0,0
4130,video,2,0,0,2,0,0,0,0,0
4131,video,2,0,1,2,0,0,0,0,0
4132,video,1,0,1,1,0,0,0,0,0
4133,video,0,0,1,0,0,0,0,0,0
4134,video,0,0,0,0,0,0,0,0,0
4135,video,3,0,0,3,0,0,0,0,0
4136,video,0,0,0,0,0,0,0,0,0
4137,video,1,0,1,1,0,0,0,0,0
4138,video,2,0,0,2,0,0,0,0,0
4139,video,0,0,0,0,0,0,0,0,0
4140,video,0,0,0,0,0,0,0,0,0
4141,video,0,0,0,0,0,0,0,0,0
4142,video,1,0,0,1,0,0,0,0,0
4143,video,3,0,0,3,0,0,0,0,0
4144,video,1,0,0,1,0,0,0,0,0
4145,video,4,0,1,4,0,0,0,0,0
4146,video,3,0,0,3,0,0,0,0,0
4147,video,1,0,0,1,0,0,0,0,0
4148,video,1,0,0,1,0,0,0,0,0
4149,video,1,0,0,0,1,0,0,0,0
4150,video,2,0,0,2,0,0,0,0,0
4151,video,0,0,0,0,0,0,0,0,0
4152,video,2,0,1,2,0,0,0,0,0
4153,video,64,91,322,54,7,1,2,0,0
4154,video,1,0,0,1,0,0,0,0,0
4155,video,34,73,242,27,5,1,0,0,1
4156,video,0,0,0,0,0,0,0,0,0
4157,video,0,0,0,0,0,0,0,0,0
4158,video,3,0,1,3,0,0,0,0,0
4159,video,4,0,1,4,0,0,0,0,0
4160,video,7,0,0,7,0,0,0,0,0
4161,video,4,0,0,3,1,0,0,0,0
4162,video,0,0,0,0,0,0,0,0,0
4163,video,1,0,0,1,0,0,0,0,0
4164,video,3,0,0,2,1,0,0,0,0
4165,video,5,0,0,5,0,0,0,0,0
4166,video,4,0,0,4,0,0,0,0,0
4167,photo,1,1,1,1,0,0,0,0,0
4168,video,1,0,0,1,0,0,0,0,0
4169,video,5,0,1,5,0,0,0,0,0
4170,video,5,0,0,5,0,0,0,0,0
4171,video,0,0,0,0,0,0,0,0,0
4172,video,4,0,1,4,0,0,0,0,0
4173,video,3,0,0,3,0,0,0,0,0
4174,video,7,0,0,7,0,0,0,0,0
4175,video,4,0,0,4,0,0,0,0,0
4176,video,3,0,0,3,0,0,0,0,0
4177,video,1,0,1,1,0,0,0,0,0
4178,video,1,0,0,1,0,0,0,0,0
4179,video,0,0,0,0,0,0,0,0,0
4180,video,1,0,0,1,0,0,0,0,0
4181,video,2,0,0,2,0,0,0,0,0
4182,video,4,0,0,4,0,0,0,0,0
4183,video,3,0,0,3,0,0,0,0,0
4184,video,3,0,0,3,0,0,0,0,0
4185,video,2,0,0,2,0,0,0,0,0
4186,video,3,0,0,3,0,0,0,0,0
4187,video,2,0,0,2,0,0,0,0,0
4188,video,1,0,0,1,0,0,0,0,0
4189,video,1,0,0,1,0,0,0,0,0
4190,video,2,0,0,2,0,0,0,0,0
4191,video,11,0,0,10,1,0,0,0,0
4192,video,3,0,0,3,0,0,0,0,0
4193,video,6,0,0,6,0,0,0,0,0
4194,video,1,0,0,1,0,0,0,0,0
4195,video,2,0,0,2,0,0,0,0,0
4196,video,0,0,0,0,0,0,0,0,0
4197,video,2,0,0,2,0,0,0,0,0
4198,video,0,0,0,0,0,0,0,0,0
4199,video,1,0,0,1,0,0,0,0,0
4200,video,7,1,0,7,0,0,0,0,0
4201,video,0,0,0,0,0,0,0,0,0
4202,video,3,0,1,3,0,0,0,0,0
4203,video,1,0,0,1,0,0,0,0,0
4204,video,1,0,0,1,0,0,0,0,0
4205,video,1,0,0,1,0,0,0,0,0
4206,video,3,0,0,3,0,0,0,0,0
4207,video,0,0,0,0,0,0,0,0,0
4208,video,1,0,0,1,0,0,0,0,0
4209,video,4,0,0,4,0,0,0,0,0
4210,video,3,0,0,3,0,0,0,0,0
4211,video,2,0,0,2,0,0,0,0,0
4212,video,4,0,0,4,0,0,0,0,0
4213,video,0,0,0,0,0,0,0,0,0
4214,video,5,0,0,4,1,0,0,0,0
4215,photo,1,0,0,0,1,0,0,0,0
4216,photo,1,1,0,0,1,0,0,0,0
4217,video,9,0,0,9,0,0,0,0,0
4218,video,5,0,0,5,0,0,0,0,0
4219,video,3,0,0,3,0,0,0,0,0
4220,video,7,0,0,7,0,0,0,0,0
4221,video,2,0,0,2,0,0,0,0,0
4222,video,4,0,0,4,0,0,0,0,0
4223,video,5,0,0,5,0,0,0,0,0
4224,video,3,0,0,3,0,0,0,0,0
4225,video,5,0,0,5,0,0,0,0,0
4226,video,8,0,0,8,0,0,0,0,0
4227,video,2,0,0,2,0,0,0,0,0
4228,video,3,0,0,3,0,0,0,0,0
4229,video,2,0,0,2,0,0,0,0,0
4230,video,4,0,0,4,0,0,0,0,0
4231,video,3,0,0,3,0,0,0,0,0
4232,video,5,0,0,4,1,0,0,0,0
4233,video,6,0,0,6,0,0,0,0,0
4234,video,3,0,0,3,0,0,0,0,0
4235,video,1,0,0,1,0,0,0,0,0
4236,video,5,0,0,5,0,0,0,0,0
4237,video,4,0,0,4,0,0,0,0,0
4238,video,2,0,0,2,0,0,0,0,0
4239,video,0,0,0,0,0,0,0,0,0
4240,video,0,0,0,0,0,0,0,0,0
4241,video,7,0,0,7,0,0,0,0,0
4242,video,2,0,0,2,0,0,0,0,0
4243,video,9,0,0,9,0,0,0,0,0
4244,video,3,0,0,3,0,0,0,0,0
4245,video,4,0,0,4,0,0,0,0,0
4246,video,1,0,0,1,0,0,0,0,0
4247,video,2,0,0,2,0,0,0,0,0
